,genre,track_id,artist_name,title,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
46622,dance and electronica,TRANGDJ128F9343690,Deadbeat,Sleazy Skankin,-10.912,130.006,4,7,1,407.2224,37.266728227600005,-32.1561549234,-78.8135929978,60.7315295405,-30.709498468299998,-3.31499912473,39.5824008753,-20.7780091904,-12.2772083151,9.118491903719999,1.05151334792,-16.1897772429,28.2803047738,4943.27861125,2438.45026675,2600.48350836,2003.43991765,2166.67802182,1073.02769794,1183.64274438,605.464472161,887.2219093269999,484.56649407699996,471.487209516
46209,dance and electronica,TRYODGL128F9332BEB,TasteXperience,Frustration,-7.747999999999999,129.018,4,0,1,478.22322,45.4111756817,49.1253687975,-7.30673401878,27.5524622262,37.0093951721,-20.079552078699997,-0.633935181046,-5.87400357622,-3.0358386231599996,5.5602065266,8.390463567280001,2.72151586947,17.1571898712,3098.46675251,3753.96368197,1840.25599706,1274.75589712,966.213097449,1041.67779791,761.0642348060001,225.46087884599999,402.12678697300004,350.49102104300005,231.685199805
43795,dance and electronica,TRUVMPT12903CE44D5,Chicken Lips,Clap Slap,-7.635,115.49600000000001,4,10,0,583.20934,42.2130136719,47.8716113281,-59.2176809896,30.7149277344,12.8652955729,-13.6571402995,-4.47322721354,-5.2721484375,14.5299443359,10.8388297526,3.00565625,6.177895833330001,49.670529260200006,10958.437484999999,3035.42794414,3853.83282526,2334.69371369,3157.41063441,914.987991541,1029.6034292000002,433.52627572,1110.29168244,622.327609942,189.085058524
46666,dance and electronica,TRKKMAV128C7196412,Stereo MC's,Neighbourhood,-16.465999999999998,191.79,4,2,1,261.77261,35.325285283,29.2185645283,-15.7553449057,11.8314113208,-5.27140528302,2.08004528302,-6.539460377359999,6.63796830189,6.701948679249999,2.20578716981,0.817984150943,-4.10833509434,21.909475256,1696.03998051,2318.83494032,1532.50528146,1219.15530174,1153.22317678,624.850322184,897.496073723,387.14376463900004,347.213614566,439.574899119,394.774805085
43948,dance and electronica,TREWNQU128F422B480,Casiotone For The Painfully Alone,Oh Contessa,-7.3,150.52700000000002,4,9,0,207.04608000000002,46.6664053775,-80.5037476732,-9.37296690796,46.3338469493,-19.4144963806,39.7211447777,-2.51025542916,-24.179263702199997,7.89244053775,-17.196837642200002,-3.5926659772500003,54.161767321599996,22.620067258600002,1800.54824116,1658.16228545,4307.34306779,386.870206875,2673.90542017,581.699124618,610.1913779380001,203.20615921400002,395.499375906,1043.63698313,940.0161331219999
41947,dance and electronica,TRTAEQT12903CB4208,Eight Frozen Modules,Echo Youth,-1.493,127.02799999999999,5,10,0,259.86567,51.5689800167,30.425606994200002,40.8377710241,26.071537885100003,11.8886219817,-3.8136694421300006,-6.61903247294,-0.352787676936,-5.59591756869,0.048596169858499995,2.72051207327,-2.5660949209,9.778664750639999,3502.35061797,3260.16401924,1475.12647359,1217.69230021,1127.9786632,717.2386345860001,696.6459865219999,598.016945809,403.734736014,441.83909546900003,450.05249283
46534,dance and electronica,TRIECCR128F4270669,Audio Bullys,Gimme That Punk,-5.235,124.06,4,1,1,365.87057000000004,48.3398496774,89.76318967739999,6.70786322581,11.824236774200001,-23.109713548400002,-16.4078980645,-4.583124516130001,3.66682774194,9.63942903226,7.395267741939999,-4.34019032258,-0.173334193548,22.290224819299997,2372.9011753000004,3291.98488577,2417.45554615,1096.53514259,923.814528837,847.122185859,725.6778378519999,249.47884873299998,437.050856492,678.551867426,200.807573441
42243,dance and electronica,TRVUODY128F427EFBC,Goapele featuring Zion I & Casual,The Daze,-6.579,93.93700000000001,4,11,1,186.98404,44.891273176800006,7.832776267000001,16.3849653894,13.900016069200001,1.51696168109,-3.38792336218,-8.539410383189999,4.54819406675,3.9270321384400004,5.78754388133,6.16273176761,14.668342398,34.3995901986,2542.81019351,3499.93932049,3478.25249058,1497.19141385,1543.67798561,1628.22277571,1112.39825454,545.175066451,449.09894831199995,716.4648647989999,492.20037735
45916,dance and electronica,TRPAHBL128EF35C8B7,Daedelus,Minor Detour,-9.726,84.229,5,9,0,73.03791,43.973212766,-57.403066869300005,-9.2758662614,1.03862006079,14.420881459,-8.84549240122,-7.86504863222,-10.5487325228,-7.498942249239999,-6.2385167173300005,7.687589665650001,4.71327355623,15.830106289100002,3192.14321292,1162.52674,1057.00085621,891.73378574,760.455697192,471.048922496,606.856026318,338.96712416400004,467.623832025,174.551831573,191.484612545
44678,dance and electronica,TRGLUZY128F14A9589,Booka Shade,Darko (Booka´s Funk Da Funk Mix),-8.073,127.994,4,0,1,377.36444,38.7692948833,-22.630157091599997,-74.9084030521,94.08046140040001,4.68172172352,21.733345152600002,10.6690843806,5.7383393177699995,-0.852563285458,11.663734290799999,8.17176885099,-0.257408438061,34.3986119377,8143.99413152,4375.0645728,4290.67843144,1457.8818719,4119.88340868,1261.68830544,2019.8095524,565.6081936630001,1133.6130795999998,824.190160154,254.90458534200002
43391,dance and electronica,TRYMPIZ128F42694AB,Simian Mobile Disco,State Of Things,-5.3229999999999995,130.02100000000002,4,9,0,302.49751000000003,47.9880128707,32.7568091774,27.8515612759,36.842311136,21.755554560700002,-22.6048181309,9.58520537213,-2.06223559037,14.431544488,2.52336821489,9.37299832121,-12.0869406827,25.143803424,5033.5317282,2900.99790138,833.9595744760001,1289.23775658,942.360103693,768.453938034,699.018808283,525.293968823,298.20429119700003,263.796000168,375.44872426800003
43125,dance and electronica,TRDXGDV12903CD7A73,Daniel Johnston,I'm A Song,-15.773,91.152,3,5,1,87.56200000000001,39.3193592233,-94.84454854370001,39.912072815500004,-3.0365970873799997,53.6018106796,-23.9806165049,-12.4702184466,11.5065825243,-2.77684466019,8.439063106799999,0.18927184466,5.49186893204,13.781180502,1845.09844517,925.404556932,753.50717225,896.202608522,482.44434130400003,544.056412083,443.999464379,257.79858652900003,204.170609768,159.347426839,501.22573446300004
42065,dance and electronica,TRZKWCA128EF340DFA,Dub Pistols feat. Terry Hall,Rapture (Original Extended Version),-8.121,109.999,4,0,1,305.50158999999996,43.4018170276,32.9679738611,-35.0767916355,27.8199380134,11.065846900699999,-17.9375466766,0.9087132188200001,20.0898439134,9.041321882,10.4529499627,4.57037266617,-4.1235832711,26.408860687199997,4255.88712305,2935.87794765,3451.0126724,1019.00060399,1247.86949768,418.757890823,657.778862855,345.528288958,497.52819460000006,545.175846758,160.765517779
46305,dance and electronica,TRNIOCF128F934D1BE,Thievery Corporation,A Gentle Dissolve,-11.065999999999999,157.982,4,9,0,169.45587,40.0554893993,-45.880083038900004,-31.039630741999996,0.877438162544,-6.04383215548,-19.2708763251,15.5129805654,-6.60249823322,21.9564187279,-3.76983922261,2.57998763251,-0.0363763250883,27.1431504018,2089.02672945,3167.67610863,1451.73074459,940.9139534010001,785.734052525,714.8993048780001,652.6321311830001,381.068790505,343.890108881,201.651996065,283.00232985
45129,dance and electronica,TROJYYK128F4227A6B,Stateless,Bloodstream,-10.245999999999999,126.01100000000001,4,9,1,472.00608,40.7665487118,-51.8481461353,-59.84263043479999,62.099496376800005,-13.4947487923,-19.8063019324,2.37188405797,-1.9201763285,4.38228542673,2.85407206119,11.2957347021,10.9297987118,24.8959906808,7985.83720343,2114.19227177,3376.05838221,1233.13420224,1594.47115432,446.053618301,910.5028992030001,299.918645602,503.97747178,553.470548268,256.883075155
45544,dance and electronica,TRSPFGC12903CEC446,Phonophani,Ring,-17.976,128.921,5,0,0,523.4673,34.3700638104,-51.068663628100005,70.4574557885,9.81797721057,-20.1002187785,-23.711469462199997,-1.05090246126,0.987691886964,-13.028342752999999,-2.04188514129,-1.60699270738,-29.4093281677,40.662131355999996,10078.630056299999,5731.81798433,2057.70506955,2326.70429203,423.07499598699997,1927.77275017,291.701877223,1556.05287367,234.986816094,166.116129914,881.223300574
44991,dance and electronica,TRMLUXK128F92E7F4E,Eagles Of Death Metal,Bad Dream Mama,-5.745,147.982,7,2,0,182.64771000000002,46.90593397520001,14.075383768900002,21.1534456671,2.73460797799,-0.22636176066,1.63501925722,-29.8861251719,-6.07145942228,1.7341499312200002,-2.61355983494,2.36597248968,7.328097661619999,133.14170021299998,1019.78849911,1194.84959407,1505.28954429,420.83431196699996,1099.04283446,453.188983829,484.723205715,299.898389308,316.28688498599996,425.657418995,155.80991596200002
45290,dance and electronica,TRTAMPU128F42634A2,Armand Van Helden,Hear My Name,-9.507,130.87,4,11,1,360.14975,39.7765285714,35.7270545455,-63.0776123377,38.113831818200005,-7.03388636364,-7.743686363639999,0.302096103896,-1.55153246753,3.80214935065,16.2678376623,-5.46802727273,-0.11108376623400001,25.2144741946,2844.54152095,2071.88555764,3240.85181076,568.221522294,1818.7844255,454.241199066,950.6949340760001,213.883773434,340.850770494,540.1545983469999,239.021514679
43613,dance and electronica,TRWQETA128F42B72F9,Plej,And So Lay The Land,-10.057,120.949,4,3,0,259.76117999999997,39.9407782427,-86.9595355649,-76.5896845188,10.3872627615,2.62790543933,-16.0288945607,-5.530094560669999,-22.5663389121,-6.18749372385,-7.957580753139999,6.59416150628,8.64201422594,54.9967364169,4621.85774767,4129.74063667,3186.57431533,923.643522225,1577.04200564,437.49177525,1175.25300117,414.299147294,695.004102324,361.11110758800004,263.589612471
42657,dance and electronica,TRPRZKC128F92F5DA8,Texas Radio Band,Bea,-10.568,138.942,4,1,0,219.0624,41.428378109499995,-99.7243200663,-22.884820895500003,-2.53373300166,-21.093054726400002,-3.96112603648,-1.68505804312,-18.348230514100003,-0.189416252073,-16.401524046400002,2.35334825871,0.415512437811,24.542694198699998,3257.99638704,1771.32212421,1334.49678579,735.738427153,931.692181125,474.657601441,851.750300433,265.272168207,454.203668584,269.188671385,341.540674449
46199,dance and electronica,TRQRKAL12903CE29EB,Kandi,My Kinda Girl,-6.696000000000001,145.938,4,2,1,231.23546000000002,47.8870700701,30.6735115115,8.837956956960001,-8.00846846847,15.089591591600001,-16.4471741742,-0.991923923924,-3.7028768768800004,-2.40973673674,-1.70034134134,-8.43433833834,-14.340373373399999,7.45639353263,2635.6522431,2344.6475466999996,1494.69077074,1317.0180928,528.628701059,1119.26459855,927.073832338,501.46092311900003,556.487704311,260.100142818,606.295785525
46760,dance and electronica,TRIABLO128F92C5EE1,Kraak & Smaak feat. Bobby Nio,Plastic People (Radio Edit),-9.726,81.607,5,2,0,202.13506,44.3940437424,35.274142162800004,-0.818042527339,-1.8538201701099997,20.2550874848,-11.149758201700001,-20.927550425299998,-0.206550425273,-4.79741433779,2.96621506683,4.15865370595,3.38898055893,14.605795866900001,1225.83071722,2235.79292975,1451.98435225,1157.17798545,869.9862740760001,614.769684838,324.950261567,438.599076845,356.01954009800005,289.216974746,393.009700758
29896,folk,TREOSDZ128F92FA5D7,Dougie MacLean,Sandy Bell's Broadstreet,-15.190999999999999,133.195,4,8,1,214.72607999999997,36.4253074485,-61.099895404099996,18.050800317,-7.3238795562600005,24.4156386688,-11.558438985699999,4.125724247230001,-5.78799207607,2.81911568938,-6.210133122030001,0.336990491284,8.27132488114,47.611370650299996,2168.8176613,1965.11110715,1224.77091245,1119.24056613,761.781378329,654.929269718,451.96048281599997,385.133298964,313.662135618,253.99944688099998,434.14115540800003
37646,folk,TRFMSIC128F92F0F51,R. Carlos Nakai,Feather_ Stone & Light (from Feather_ Stone & Light) (World),-20.348,125.464,4,7,0,257.64526,34.558389830500005,-99.6144788136,-29.830374293800002,-25.4805663842,-6.134868644069999,-20.4881920904,-27.496396892699998,-17.2289576271,11.6417316384,-1.56902824859,1.29108474576,-9.67632344633,13.323956461,1322.16673643,917.8581772539999,524.179150195,546.083983608,314.57296765,517.005910951,246.84793350099997,247.24530587400002,170.245873991,130.777879637,456.52204448199996
31320,folk,TRCYJRW128F92E7446,The Duhks,Ol' Cook Pot,-7.367000000000001,131.361,1,11,0,154.51383,45.8159621928,16.1537674858,20.206499054800002,-1.49964083176,34.0720132325,10.471680529299999,12.7528563327,1.2595047259,-7.0028241966,3.58555765595,-7.221485822310001,2.6318941398900004,22.994697575100002,1270.16456019,2608.7177325,2820.40191395,1047.84737313,1825.89342828,728.920965151,590.605471849,532.959865699,378.612441593,611.239704087,362.22392918400004
34189,folk,TRQJKMD128F93025F8,Chris Smither,Steel Guitar,-10.417,149.963,4,4,1,163.23873,44.709169117600005,-19.1417852941,18.4367102941,2.46945735294,-22.511772058800002,-5.962408823530001,-14.815723529400001,-24.778810294099998,5.8991838235300005,-10.0029911765,3.64885,-4.75547205882,10.283106634600001,1798.84592215,1159.33733302,1302.97805233,1231.39716293,611.319652727,413.130385356,717.2874876389999,476.911937112,416.449461406,216.275341277,300.80064345200003
33314,folk,TRXIHJD128F931BEEE,Rachael McShane,My Johnny Was A Shoemaker,-8.113,95.98899999999999,4,7,0,238.68036,43.8315553914,-20.0106632201,9.195389955689999,6.00374150665,-1.57101033973,3.8793338257,-0.813867060561,1.51836632201,-0.35271196454899995,-1.0485908419499999,0.77946676514,7.69830723781,35.2253881583,2662.07785693,2439.12276754,3615.03030902,1725.82020296,1908.16708454,1149.98544444,1057.47910078,394.642599393,607.633931084,555.362912414,317.470796124
33893,folk,TRHMWNB12903CB5C44,Chip Taylor,Piece Of The Sky (Story Version),-10.335,84.014,4,9,1,245.75955,41.5385528571,-34.4506242857,-4.5503242857099995,-13.770115714300001,-18.76005,-4.54682285714,-2.22169428571,-5.01565142857,4.87285428571,-1.7855900000000002,-4.07300285714,7.99222142857,55.885701581499994,2965.4717848,2312.39074586,1535.43806777,931.585672647,881.354347766,647.393932252,685.6250295269999,602.223059356,450.43884343599996,315.316857111,360.361681604
32287,folk,TRFAVCV128F4264FAF,Madeleine Peyroux,Smile,-17.784000000000002,86.97200000000001,7,11,1,238.10567000000003,35.857835180100004,-102.01010664799999,-47.57061634350001,-28.6726578947,-19.0935055402,0.297171745152,-13.930887811600002,-8.69999168975,2.73281717452,0.693166204986,-2.1499916897499998,13.5413573407,13.347505184700001,2435.16060083,2377.76695358,1452.9234927,565.092220663,819.775558591,713.318643922,723.5029162689999,312.65183955099997,414.09467511599996,233.70979599999998,243.48349560900002
38929,folk,TRZUAOI12903CDA6C0,Dick Gaughan,Strong Women Rule Us All With Their Tears,-19.15,207.877,5,7,1,395.91138,30.4651175799,-52.1974292237,-11.9420228311,-5.02394063927,14.2493641553,3.5311872146099996,-20.746359589,-9.025097031960001,-9.48265753425,-6.046665525110001,0.550348173516,8.83184703196,43.8384858595,2289.26748195,1315.44557561,2140.82463656,589.369211033,1164.90212805,451.69317296099996,640.731002373,503.18506194400004,388.59305297599997,396.62678087300003,201.19342289
33513,folk,TRQATAR128F4272070,Josh Ritter,WildFires,-17.137,184.62400000000002,1,3,1,288.46975,32.8900552268,-83.0063017751,-87.2439970414,-28.3757110454,-45.439461538500005,-22.1011893491,12.2029506903,1.11750887574,-4.27873076923,4.30618836292,-0.271423076923,16.914178501,54.5388837129,1803.57030989,3587.82502667,1679.49594336,960.535703069,723.937239716,639.801341731,514.859291992,533.9806824469999,198.417445948,219.070560824,445.824868135
40082,folk,TRAHUEV128F428A43D,Roy Harper,Up the 'Pool,-15.382,194.243,4,3,1,181.05424,35.9568666667,-2.73925362319,-4.14334927536,-8.90456521739,-8.05473478261,7.702442028989999,-8.625914492749999,-11.661578260899999,5.67555652174,-2.4027681159400003,-3.6259159420300002,11.5722521739,41.3646298431,2887.27481642,1068.80784858,1500.38635486,630.480093183,1133.94898828,478.525168684,969.377803377,434.494029116,507.36725839,431.577181868,257.12895310700003
36205,folk,TRDFWDU128F4284BA8,Patty Larkin,Open Arms (Don't Explain),-11.662,97.176,4,2,1,265.82159,40.137922675,-67.0331138976,-42.2078537095,-20.288707419,-4.793235109719999,-8.333407523510001,-11.4682371996,-15.3643416928,-3.7650250783699994,-10.2834085684,1.99671159875,7.75256321839,35.5527196367,2195.77680315,2657.77450255,2030.35405177,849.096050558,951.5474634510001,585.563139725,603.448066495,317.767373034,364.27912608300005,293.061963001,223.430961494
38667,folk,TRCVMVN128F930C9C3,Planxty,Reels: A)The Dogs Among The Bushes; B) Jenny's Wedding,-10.722000000000001,102.27,4,7,1,157.43955,45.664456521700004,100.25202950299999,71.2880791925,9.88049223602,5.50188354037,-10.6035652174,-3.32148913043,-0.371307453416,-4.092538819880001,-3.56892857143,1.29648757764,-1.1555667701899999,7.717944083510001,1041.0513167000001,752.813081952,1089.56877437,384.787929379,521.025125261,210.468870585,181.11736608599998,207.894398801,128.571469986,305.772536436,471.96175844699997
40080,folk,TRVYFXN128F4247BDB,Roy Harper,October 12th,-16.33,105.242,5,2,1,354.61179,36.750616724699995,-100.81726306600001,15.901871951199999,-7.92739721254,-23.8696228223,-8.914252613239999,-14.362804007000001,-4.76532055749,10.7824407666,2.00965156794,-0.434196864111,-0.878559233449,30.0933143514,2891.61431175,1433.38795759,1044.95398396,816.18290039,568.666556116,347.507936375,474.648316472,368.162001757,343.955784384,152.807798757,223.389291687
31108,folk,TRROSPA128F9341245,Cowboy Junkies,First Recollection,-9.127,121.171,4,9,0,256.96608,45.133408450699996,-11.9996013001,-27.490191766,-9.80521885157,-7.50441928494,-15.1842231853,-16.66012026,-15.2947638137,8.116848320689998,-5.643607800650001,6.27277898158,4.36350162514,10.9281738668,1199.37486116,986.861192764,956.402955972,362.12807485699994,542.1119711480001,291.116841276,365.66196552199995,182.257042707,275.124801441,220.683197468,218.057897455
30965,folk,TRCFYLM128F424182E,The Gabe Dixon Band,More Than It Would Seem (Live Album Version),-6.439,118.476,5,0,1,319.29424,45.7217061995,-5.91467654987,5.395688230009999,8.31244654088,5.451596585800001,-12.9289380054,1.47995956873,-6.366372866130001,16.521916442000002,7.1029766397100005,-0.09994519317160001,9.10514285714,37.1634773485,5177.26678433,3417.38643938,2049.1822519,1010.33352286,1272.94842491,969.3631981139999,599.294051892,447.270284328,389.392030481,376.854847996,428.26122315199996
34632,folk,TRTQOQE128F4220492,"David ""Honeyboy"" Edwards",I'm From The Library Of Congress,-21.1,80.689,5,1,1,269.76608,26.5667766798,-20.6364743083,-37.2151986166,-22.8899387352,18.8063873518,20.0246363636,-21.0401086957,13.6977658103,-30.654169960500003,6.971201581030001,-10.4572806324,13.9267173913,83.1870358296,6070.88548264,2335.68543116,6116.88556927,1293.1611300000002,2047.98406332,1334.40340851,2084.16303434,962.178929392,1093.40561331,887.7723954310001,420.316665035
33209,folk,TRXLXFJ128F4244517,Jesse Winchester,Payday,-12.17,129.315,1,9,0,286.22322,40.6865213831,-56.6891692448,27.5745987261,8.38960054595,-16.0943375796,8.16310828025,3.95135941765,-0.63805277525,4.44329208371,-0.602537761601,0.42337033666999996,9.32365514104,23.028808508,1261.83071591,1928.33020949,1794.75001025,593.402313394,1020.30018752,581.608173823,492.191676476,436.757881886,373.568593109,344.6958132,267.388637542
38982,folk,TRPJGZZ128F4245166,June Tabor,Shallow Brown,-20.541999999999998,105.69200000000001,4,10,1,314.69669,30.628144796399997,-73.8563506787,-33.167,-37.920581448,14.291273755699999,-25.8735723982,-0.266115384615,6.30708823529,3.15852714932,1.66454298643,-1.66539819005,9.60190271493,65.7838051872,4971.226011899999,3235.65521119,1690.38417954,1586.93396863,702.211215335,928.378971708,394.309438723,852.886492783,302.873678651,217.93069119400002,511.269570504
29313,folk,TRSHBDG128F1493B34,Emmylou Harris,Time in Babylon,-10.737,96.889,5,1,0,277.73342,42.466997292399995,3.15286552347,-49.895066787,-13.3588240072,4.21605866426,-13.3775532491,-8.261064079419999,-12.890990072200001,17.1356777978,-1.46098916968,-1.2131633574,7.5307599278,27.247582690399998,2268.43720972,1401.03571368,1271.07106731,703.352965122,797.04422389,509.079008901,599.911071976,256.026564881,362.68788700199997,250.554018453,252.28069561200002
35727,folk,TRUZQJU128F4234B21,Luka Bloom,This Is Your Country (LP Version),-12.061,108.20700000000001,4,8,1,232.6722,42.7903068309,15.627244120899999,21.2332217245,-6.16377043673,-7.306494960810001,-12.5776573348,4.96498320269,-7.99356550952,-2.61730235162,-5.122116461369999,-0.7272396416570001,2.06704479283,22.9843333325,875.1487492169999,369.55410420199996,342.061707093,315.895481,325.221319708,216.183871461,229.153589426,169.25867867,150.73845492,75.7058260411,144.30712854
34556,folk,TRSFYZQ128F424C1A7,Show Of Hands,The Dominion of the Sword,-13.366,173.57,3,7,1,215.17016,39.435306213000004,-3.5770636094699997,0.19620857988200002,-16.4123757396,-14.8029600592,-1.35475887574,2.62578994083,2.84683431953,2.1675162721900003,2.93501183432,-3.9463091716000003,12.195282544400001,47.3273018278,1364.87402105,1803.28061041,1062.442695,801.96275866,735.5978768130001,471.056605858,578.030928671,437.866535457,349.84486076,252.215629773,261.563806141
29236,folk,TRVBUEE128E07856F5,Emmylou Harris,Blue Kentucky Girl (Remastered LP Version),-11.817,112.306,4,5,1,200.93341999999998,42.04406231,-26.684445288800003,19.8286231003,-5.23493465046,5.614667173250001,-10.160189969600001,-7.851135258360001,-9.94804863222,16.329197568399998,1.5053829787200002,0.886837386018,1.8856610942200003,21.1136743016,1045.02521749,1908.89190113,1657.54910232,900.473726803,701.94896757,730.845869363,398.723305107,433.82055825599997,291.199376498,284.407275996,406.009101112
35864,folk,TRQVCLY128EF35BB7A,Jen Chapin,Manchild,-7.496,94.64,4,8,1,319.68608,45.051562393199994,-19.1779051282,22.9206017094,9.6567957265,7.667180341880001,-5.74575982906,18.2343376068,-0.07986068376069999,1.15928034188,-2.29715470085,-2.42874188034,3.4707290598300005,45.7392996068,2591.53115412,2630.71386059,1684.86569104,1120.16113632,966.733969627,924.929496827,897.831164954,537.036104109,535.203499837,334.83630091599997,323.933061153
36032,folk,TRBSGCN128F42894FB,Ferrick_ Melissa,Willing To Wait,-7.825,76.169,4,8,0,276.53179,44.541018181800005,18.8991668449,-15.3561176471,-12.8232737968,24.5088491979,-1.49156898396,-9.22527807487,-6.851613903740001,8.4273315508,0.199598930481,-5.69197647059,5.6090973262,52.1918793783,4154.95773173,4670.20178365,2477.02288945,1216.52479277,1406.721175,951.4111956830001,845.71794164,470.53577432,455.495064351,602.690704827,515.926316272
32826,folk,TRQSAWK128F4282899,Ellis Paul,The 20th Century is Over,-13.149000000000001,163.949,4,1,1,258.7424,37.0825305927,5.24592351816,-40.6056491396,-9.6862208413,1.0706998088,7.467153919689999,5.38722944551,1.56617590822,5.13378202677,-5.72278298279,-9.02500191205,1.8938479923500002,42.052283402,3761.87586771,1562.24955743,2289.27091054,1114.48238341,1353.96505083,611.761986825,939.104359273,513.088280696,548.000397527,504.00118506300004,291.506371299
30164,folk,TRWNKRJ128F93079E3,Steve Goodman,Just Lucky I Guess,-26.858,80.58,3,0,1,209.3971,18.560215970999998,-4.08281488203,-28.6691415608,-22.2651923775,23.6586170599,-20.4423883848,26.4696660617,14.567324863900001,-11.992030853,4.903032667880001,-6.156130671510001,33.077143375700004,91.226813055,2219.90300058,8852.281178799998,4764.74680978,988.841331002,1128.98050436,809.240949689,633.986528825,739.290078807,305.810882108,417.056413997,689.0290158939999
32933,folk,TRDJGCL128F4265570,Indigo Girls,Keeper Of My Heart,-11.15,112.463,4,11,0,262.89587,39.1719138686,33.5236058394,3.67067445255,-18.1383766423,-5.797192700730001,-9.64927737226,5.15399416058,-0.488915328467,9.56982335766,4.43090218978,-7.23009051095,8.9952540146,116.50412139,1869.19621342,2331.65217755,1404.4396544,1040.70676203,546.2197101419999,864.3727812789999,362.802195788,471.68286582699994,228.515462687,310.64014469299997,328.060231454
37072,folk,TRDDWAD128F933AE5F,A Hawk And A Hacksaw,Foni Tu Argile,-11.985,119.954,1,8,1,234.63137999999998,43.1585400659,-22.113129528,53.270240395200005,2.56492096597,-13.3813798024,-11.5058825467,12.7977716795,1.94671679473,10.0344160263,4.1636673984599994,1.6787332601499998,8.77818221734,19.4411069773,980.065347944,957.4996189660001,654.064984977,760.848267393,300.998810238,463.796506325,166.425685235,224.012901435,135.270874966,131.268482319,245.336239396
34311,folk,TRFRXUK128F9314CD5,Sean Watkins,Chicago,-10.593,92.116,4,9,1,144.79628,41.660257769699996,-35.6288318099,-16.124572212100002,-9.91121572212,-3.35395246801,1.3287330895799998,-8.659976234,-10.182047532,11.1509926874,0.619599634369,-3.14981535649,3.28145521024,27.1129824144,2790.95891113,1483.42403245,1690.43505184,720.211018133,1048.9767673000001,510.031308601,682.221777654,347.80885782800004,391.588190825,408.723571661,341.66012242700003
27268,folk,TRSYJZP128F427626D,Asylum Street Spankers,Red Nosed Reindeer Blues,-13.561,101.572,3,2,1,265.74322,34.3600633333,-24.2193655556,42.1735422222,25.588628888899997,7.30698,12.550296666700001,8.17981222222,7.837524444439999,5.88771777778,5.81557888889,-5.07155,-0.974937777778,38.972281826,3193.24565511,4007.23526587,3510.95022236,856.234511464,1747.91615753,909.7422306860001,609.050318827,608.626280151,378.165227128,585.271092201,476.925654427
28893,folk,TRYWSGS128F932CCFC,David Bromberg,Northeast Texas Women,-14.115,151.842,4,2,1,356.44036,38.8386521739,48.8756853353,27.6366949153,-1.53666691231,15.1457745026,-5.61133161385,-9.594180545319999,-3.16942741341,4.480428150330001,1.2299137804,-0.674097273397,8.60178187178,18.5424554752,1672.04053998,2295.95255873,990.4986916000001,1059.28350625,535.138148073,533.578191147,344.11608870599997,343.179512744,254.053771563,220.12673418400001,315.841646698
38924,folk,TRGQYFI12903CDA968,Dick Gaughan,War Outside,-14.554,69.97800000000001,1,9,1,245.13261,32.3990549273,-13.3492132472,-71.0615169628,-22.6227851373,-30.6405088853,17.473806138900002,-15.925092084000001,-12.5329951535,4.570231017769999,-0.297470113086,-7.11512277868,5.650985460419999,95.32082601309999,2911.41398519,3755.88528048,3413.06966706,811.631065966,2107.22521584,627.570516904,867.900976822,703.106514504,503.510933645,565.980698037,259.31014567200003
33992,folk,TRWHSFJ128F92F6266,Karine Polwart,Follow The Heron,-10.378,124.399,3,9,1,191.13751000000002,42.9648067061,-83.6539861933,-4.88489151874,-22.7092919132,32.376299802800006,-7.903962524650001,-21.8971854043,-5.4187790926999995,18.9829270217,-3.0679842209099997,2.12451084813,14.3721282051,32.4423792999,3732.20554732,1204.15659474,1581.3207762,925.4078727939999,895.7883957519999,576.254245019,519.048959955,469.7950331999999,354.19816817300006,347.98846952,386.426768475
39401,folk,TRNYQCJ12903CF6903,The String Cheese Incident,Hey Pocky Way,-11.452,140.457,5,7,1,502.07302000000004,41.0278911121,-47.522479292700005,2.7253829688200004,7.19126710098,-17.8403778502,-11.0265611913,-1.6494765006999998,-3.76518473709,7.114838064219999,-0.0463438808748,4.41203583062,4.7431214518400004,29.5541288444,1649.47551921,2434.91310291,1293.44045659,740.270864682,934.351958474,546.130951073,453.716896386,386.57629560699996,283.720911364,273.512707927,324.59728951299996
35632,folk,TRIOBWS128E078F92D,John Martyn / Beverley Martyn,John The Baptist,-14.244000000000002,164.313,4,9,1,190.61506,39.2191671388,-39.3412875354,18.9172804533,1.7658611897999998,8.07026487252,-7.820720963169999,10.963521246500001,-5.47230453258,9.110470254960001,-7.627334277619999,-1.44631586402,6.33098583569,35.842519567,1309.93485789,1517.13364764,830.78306655,974.1013014839999,689.213933612,367.439334247,489.625722461,516.170722694,279.480411435,151.839048414,211.013285685
